repository,T_total_hours,T_downtime_hours,availability,N_releases,N_bugs,N_total_builds,N_failed_builds,bug_error_rate,build_error_rate,N_failures,mtbf_hours
MyGrades/mygrades-app,15180.99,0.0,100.0,6,0,0,0,0.0,0.0,0,
rapidpro/ureport-android,5276.26,0.0,100.0,6,0,0,0,0.0,0.0,0,
jeisfeld/RandomImage,56036.33,0.0,100.0,47,0,0,0,0.0,0.0,0,
brarcher/loyalty-card-locker,36003.13,24905.99,30.8227,39,8,0,0,0.205128,0.0,8,4500.39
Esri/maps-app-android,58603.62,45624.13,22.1479,18,22,0,0,1.222222,0.0,22,2663.8
gatzka/android-scan,24472.42,855.23,96.5053,24,2,0,0,0.083333,0.0,2,12236.21
SteamGifts/SteamGifts,44336.38,12160.85,72.5714,83,24,0,0,0.289157,0.0,24,1847.35
sangcomz/FishBun,53502.53,53502.53,0.0,30,84,10,10,2.8,1.0,94,569.18
kiall/android-tvheadend,4492.56,4492.56,0.0,46,28,0,0,0.608696,0.0,28,160.45
MythTV-Clients/MythtvPlayerForAndroid,20684.78,20684.78,0.0,14,80,0,0,5.714286,0.0,80,258.56
BuildmLearn/BuildmLearn-Toolkit-Android,11471.14,970.16,91.5426,4,2,0,0,0.5,0.0,2,5735.57
MemoryGroup/442repo,1517.15,0.0,100.0,4,0,0,0,0.0,0.0,0,
GLodi/GitNav,6912.38,0.0,100.0,7,0,0,0,0.0,0.0,0,
caarmen/scrumchatter,29632.73,5169.04,82.5563,23,14,0,0,0.608696,0.0,14,2116.62
MarquisLP/World-Scribe,39377.13,6628.18,83.1674,24,11,0,0,0.458333,0.0,11,3579.74
macrat/RuuMusic,20413.66,0.0,100.0,5,0,0,0,0.0,0.0,0,
nutritionfactsorg/daily-dozen-android,59735.75,9968.17,83.3129,13,5,0,0,0.384615,0.0,5,11947.15
cbeyls/fosdem-companion-android,17644.58,111.19,99.3699,8,1,47,0,0.125,0.0,1,17644.58
limboemu/limbo,36993.82,0.0,100.0,8,0,0,0,0.0,0.0,0,
danirod/rectball,49346.34,49346.34,0.0,17,27,0,0,1.588235,0.0,27,1827.64
jawg/osm-contributor,13031.64,13031.64,0.0,19,35,0,0,1.842105,0.0,35,372.33
markusfisch/ShaderEditor,67701.27,0.0,100.0,22,0,0,0,0.0,0.0,0,
nguillaumin/osmtracker-android,23659.07,23659.07,0.0,5,49,1012,34,9.8,0.033597,83,285.05
ibaton/3House,24874.84,0.0,100.0,13,0,0,0,0.0,0.0,0,
premnirmal/StockTicker,11689.26,0.0,100.0,76,0,220,39,0.0,0.177273,39,299.72
sky-map-team/stardroid,51156.8,44970.4,12.093,25,15,266,71,0.6,0.266917,86,594.85
DylanVann/react-native-fast-image,48528.27,48528.27,0.0,79,300,0,0,3.797468,0.0,300,161.76
SimpleMobileTools/Simple-Flashlight,57347.55,57347.55,0.0,61,13,0,0,0.213115,0.0,13,4411.35
konradrenner/kolabnotes-android,47676.3,47676.3,0.0,113,41,0,0,0.362832,0.0,41,1162.84
RayBa82/DVBViewerController,22972.97,2.27,99.9901,21,1,0,0,0.047619,0.0,1,22972.97
ultramega/elementary,44690.39,228.23,99.4893,28,3,0,0,0.107143,0.0,3,14896.8
y20k/trackbook,49990.68,0.0,100.0,48,0,0,0,0.0,0.0,0,
YaleSTC/YalePublic-android,3360.56,3360.56,0.0,6,4,0,0,0.666667,0.0,4,840.14
rei-m/android_hyakuninisshu,50972.46,0.0,100.0,27,0,13,5,0.0,0.384615,5,10194.49
OpenSageTV/sagetv-miniclient,19763.08,19763.08,0.0,18,17,0,0,0.944444,0.0,17,1162.53
tomatrocho/insapp-android,22499.62,0.0,100.0,17,0,0,0,0.0,0.0,0,
franciscojunior/Vampidroid,34564.1,2052.66,94.0613,15,5,0,0,0.333333,0.0,5,6912.82
uruba/TruckApp,24250.23,0.0,100.0,18,0,0,0,0.0,0.0,0,
neurodroid/cryptonite,4826.84,0.22,99.9955,8,51,0,0,6.375,0.0,51,94.64
MKergall/osmbonuspack,62737.2,0.0,100.0,24,0,0,0,0.0,0.0,0,
nightscout/android-uploader,4363.2,4363.2,0.0,9,5,0,0,0.555556,0.0,5,872.64
ken-kentan/student-portal-plus,28.58,28.58,0.0,2,3,0,0,1.5,0.0,3,9.53
michaelkourlas/voipms-sms-client,57688.25,57688.25,0.0,36,63,37,2,1.75,0.054054,65,887.51
mobfox/MobFox-Android-SDK,31868.03,1595.3,94.994,122,10,0,0,0.081967,0.0,10,3186.8
zond/android-diplicity,40446.07,136.54,99.6624,237,8,0,0,0.033755,0.0,8,5055.76
sjwall/MaterialTapTargetPrompt,47568.16,47568.16,0.0,62,29,0,0,0.467742,0.0,29,1640.28
nextgis/ngm_clink_monitoring,6676.14,6676.14,0.0,2,42,0,0,21.0,0.0,42,158.96
ligi/FAST,2311.69,2311.69,0.0,6,3,0,0,0.5,0.0,3,770.56
btimofeev/UniPatcher,36189.94,27.79,99.9232,15,2,0,0,0.133333,0.0,2,18094.97
LISPmob/lispmob,16271.86,0.0,100.0,6,0,0,0,0.0,0.0,0,
blabbertabber/blabbertabber,33512.68,0.0,100.0,5,0,0,0,0.0,0.0,0,
erdemolkun/instant-rates,47924.72,0.0,100.0,4,0,0,0,0.0,0.0,0,
mtransitapps/ca-gtha-go-transit-bus-android,41.82,0.0,100.0,2,0,133,6,0.0,0.045113,6,6.97
dkrivoruchko/ScreenStream,56212.2,2.46,99.9956,124,1,0,0,0.008065,0.0,1,56212.2
tkrajina/10000sentences,21728.89,0.0,100.0,6,0,0,0,0.0,0.0,0,
corenting/EDCompanion,48938.76,0.0,100.0,63,0,155,85,0.0,0.548387,85,575.75
Kaljurand/K6nele,63405.76,0.0,100.0,25,0,3,1,0.0,0.333333,1,63405.76
luoyuan800/NeverEnd,570.13,570.13,0.0,2,11,0,0,5.5,0.0,11,51.83
j4velin/Pedometer,11295.74,5322.86,52.8772,3,2,0,0,0.666667,0.0,2,5647.87
philliphsu/ClockPlus,3939.96,3742.38,5.0149,5,1,0,0,0.2,0.0,1,3939.96
TruckMuncher/TruckMuncher-Android,3909.34,1730.85,55.7252,2,10,0,0,5.0,0.0,10,390.93
fenimore/DemocracyDroid,47284.38,37794.72,20.0693,16,18,0,0,1.125,0.0,18,2626.91
EmmanuelMess/Simple-Accounting,26202.53,938.44,96.4185,20,7,0,0,0.35,0.0,7,3743.22
AdguardTeam/ContentBlocker,34061.35,34061.35,0.0,38,63,1,0,1.657895,0.0,63,540.66
rsteckler/unbounce-android,2973.9,138.79,95.3332,10,12,0,0,1.2,0.0,12,247.82
plusCubed/plusTimer,15730.64,5718.37,63.6482,21,12,0,0,0.571429,0.0,12,1310.89
melange-app/melange,2197.13,0.0,100.0,2,7,0,0,3.5,0.0,7,313.88
wench/Ao3-Tracker,20630.04,0.0,100.0,18,0,0,0,0.0,0.0,0,
1fish2/BBQTimer,67634.99,0.0,100.0,7,0,0,0,0.0,0.0,0,
murgo/IrssiNotifier,481.6,481.6,0.0,3,44,0,0,14.666667,0.0,44,10.95
UpperSetting/DotNetOpenServerSDK,199.43,0.0,100.0,2,0,0,0,0.0,0.0,0,
Calsign/APDE,69193.09,69193.09,0.0,19,32,0,0,1.684211,0.0,32,2162.28
StephaneBg/ScoreIt,52269.12,0.0,100.0,16,0,0,0,0.0,0.0,0,
kwmt/GitHubSearch,4729.32,3234.5,31.6074,5,6,0,0,1.2,0.0,6,788.22
vycius/NMAkademija,1534.69,496.15,67.6709,3,7,0,0,2.333333,0.0,7,219.24
st1hy/Red-Calorie,6230.76,1174.4,81.1516,11,12,0,0,1.090909,0.0,12,519.23
indianpoptart/RadioControl,58937.43,56203.41,4.6389,88,33,0,0,0.375,0.0,33,1785.98
kiwiandroiddev/starcraft-2-build-player,1594.59,0.0,100.0,3,1,0,0,0.333333,0.0,1,1594.59
glodanif/BluetoothChat,15472.7,141.45,99.0858,36,1,0,0,0.027778,0.0,1,15472.7
ObjectiveTruth/UoitDCLibraryBooking,5165.77,4533.43,12.2409,14,6,0,0,0.428571,0.0,6,860.96
bitcraze/crazyflie-android-client,42028.44,16685.2,60.3002,16,27,0,0,1.6875,0.0,27,1556.61
by-syk/NanoIconPack,3990.97,0.0,100.0,7,0,0,0,0.0,0.0,0,
dinosaurwithakatana/hacker-news-android,3702.45,0.0,100.0,13,0,0,0,0.0,0.0,0,
caarmen/nounours-android,29411.27,85.67,99.7087,21,3,0,0,0.142857,0.0,3,9803.76
alexvasilkov/GestureViews,44615.36,44615.36,0.0,16,35,4,2,2.1875,0.5,37,1205.82
physphil/UnitConverterUltimate,57367.38,1358.57,97.6318,20,5,0,0,0.25,0.0,5,11473.48
Power-Switch/PowerSwitch_Android,28778.82,0.0,100.0,2,0,0,0,0.0,0.0,0,
alashow/datmusic-android,64213.67,0.0,100.0,28,0,0,0,0.0,0.0,0,
Webtrekk/webtrekk-android-sdk,8980.86,0.0,100.0,9,0,0,0,0.0,0.0,0,
Digitopia/Gamult,15161.17,15161.17,0.0,9,56,0,0,6.222222,0.0,56,270.74
mpiannucci/HackWinds-Android,29271.17,29271.17,0.0,54,49,0,0,0.907407,0.0,49,597.37
kollerlukas/Camera-Roll-Android-App,8438.22,8438.22,0.0,18,51,0,0,2.833333,0.0,51,165.46
keyboardsurfer/Crouton,9111.62,9111.62,0.0,5,19,0,0,3.8,0.0,19,479.56
drpout/boilr,19538.3,19538.3,0.0,9,42,0,0,4.666667,0.0,42,465.2
Team980/ThunderScout-Android,26445.38,7654.56,71.0552,19,1,0,0,0.052632,0.0,1,26445.38
Yubico/yubioath-android,20810.15,0.0,100.0,9,0,0,0,0.0,0.0,0,
rmake/cor-engine,8694.29,0.0,100.0,7,0,0,0,0.0,0.0,0,
SaschaWillems/VulkanCapsViewer,47730.37,11452.23,76.0064,28,6,127,55,0.214286,0.433071,61,782.47
enricocid/iven-feed-reader,22318.94,0.0,100.0,42,0,0,0,0.0,0.0,0,
blinskey/greek-reference,22626.47,0.0,100.0,22,0,0,0,0.0,0.0,0,
systemallica/ValenBisi,44150.68,0.0,100.0,28,0,0,0,0.0,0.0,0,
Mygod/nju-portal-login-android,12267.34,6.81,99.9445,31,4,0,0,0.129032,0.0,4,3066.84
futurice/meeting-room-tablet,21100.62,123.46,99.4149,8,3,0,0,0.375,0.0,3,7033.54
msimonides/homerplayer,51092.34,0.0,100.0,34,0,2,0,0.0,0.0,0,
RCasatta/EternityWallAndroid,722.04,241.65,66.5319,4,2,0,0,0.5,0.0,2,361.02
asafge/NewsBlurPlus,1389.47,919.98,33.7888,6,8,0,0,1.333333,0.0,8,173.68
CTC-CompTech/delivery,832.71,185.55,77.7177,2,5,0,0,2.5,0.0,5,166.54
steve1rm/busbymovies,5122.71,0.0,100.0,5,0,0,0,0.0,0.0,0,
NerdCats/SwatKat,9527.17,0.0,100.0,5,0,0,0,0.0,0.0,0,
sheimi/SGit,2352.38,2352.38,0.0,4,45,0,0,11.25,0.0,45,52.28
Neraud/PADListener,15180.49,15180.49,0.0,42,39,0,0,0.928571,0.0,39,389.24
ronaldsmartin/20twenty20,2919.28,0.0,100.0,6,0,0,0,0.0,0.0,0,
KlubJagiellonski/pola-android,39876.63,39876.63,0.0,14,10,1,1,0.714286,1.0,11,3625.15
75py/Aplin,57046.42,57046.42,0.0,27,11,111,26,0.407407,0.234234,37,1541.8
athimel/mh-dla-notifier,5871.66,5871.66,0.0,3,5,0,0,1.666667,0.0,5,1174.33
qdeconinck/lln-campus,222.88,88.34,60.3634,2,1,0,0,0.5,0.0,1,222.88
CherokeeLanguage/cll1-gdx,188.52,0.0,100.0,5,0,0,0,0.0,0.0,0,
nkming2/power-menu,22216.48,13585.97,38.8473,17,12,0,0,0.705882,0.0,12,1851.37
kort/kort-native,1845.81,1845.81,0.0,3,9,0,0,3.0,0.0,9,205.09
tobykurien/WebApps,48359.07,48359.07,0.0,42,17,0,0,0.404762,0.0,17,2844.65
djschilling/sopa,4625.41,733.17,84.149,10,14,0,0,1.4,0.0,14,330.39
tzulberti/archery-training,2913.86,2913.86,0.0,6,56,0,0,9.333333,0.0,56,52.03
itkach/aard2-android,66851.91,0.0,100.0,51,0,0,0,0.0,0.0,0,
pedrovgs/DraggablePanel,13978.2,3591.93,74.3034,10,12,0,0,1.2,0.0,12,1164.85
gina-alaska/gina-puffinfeeder-android-viewer,6942.42,143.04,97.9396,2,3,0,0,1.5,0.0,3,2314.14
Alfresco/activiti-android-app,36474.85,0.0,100.0,5,0,0,0,0.0,0.0,0,
jecelyin/920-text-editor-v2,10134.38,0.0,100.0,9,0,0,0,0.0,0.0,0,
hummatli/AppCrossPromoter,2250.84,0.0,100.0,7,0,0,0,0.0,0.0,0,
fridayideas/daytomato,471.61,471.61,0.0,6,15,0,0,2.5,0.0,15,31.44
alphadev-net/drive-mount,1136.78,619.99,45.4613,4,12,0,0,3.0,0.0,12,94.73
seizonsenryaku/HayaiLauncher,10338.64,43.92,99.5752,20,4,0,0,0.2,0.0,4,2584.66
g-timetracker/g-timetracker,6660.68,0.0,100.0,3,0,0,0,0.0,0.0,0,
NCBSinfo/NCBSinfo,41396.84,1229.81,97.0292,10,1,0,0,0.1,0.0,1,41396.84
novoda/android-demos,22827.35,0.0,100.0,2,0,0,0,0.0,0.0,0,
Frozen-Developers/android-cache-cleaner,13465.57,0.0,100.0,14,0,0,0,0.0,0.0,0,
Kestutis-Z/World-Weather,17853.06,0.0,100.0,13,0,0,0,0.0,0.0,0,
coder3101/Matrix-Calculator-for-Android,217.3,217.3,0.0,2,4,0,0,2.0,0.0,4,54.33
akvo/akvo-rsr-up,45361.52,45361.52,0.0,4,50,0,0,12.5,0.0,50,907.23
nispok/snackbar,8157.21,4675.85,42.6782,37,8,0,0,0.216216,0.0,8,1019.65
enra64/Votenote,2808.62,2808.62,0.0,5,10,0,0,2.0,0.0,10,280.86
wKovacs64/mTorch,12341.21,12341.21,0.0,3,4,0,0,1.333333,0.0,4,3085.3
tbpalsulich/NYU-BusTracker-Android,2009.33,2009.33,0.0,4,14,0,0,3.5,0.0,14,143.52
AKG-Vertretungsplan/AKG-Vertretungsplan-Android,37424.69,0.0,100.0,31,0,0,0,0.0,0.0,0,
davemorrissey/subsampling-scale-image-view,27870.73,5004.06,82.0455,21,7,0,0,0.333333,0.0,7,3981.53
pdaddyo/soundbounce,288.18,288.18,0.0,4,45,0,0,11.25,0.0,45,6.4
avram/zandy,45164.69,45164.69,0.0,8,18,0,0,2.25,0.0,18,2509.15
plusCubed/velociraptor,40878.91,40878.91,0.0,32,11,0,0,0.34375,0.0,11,3716.26
caarmen/FRCAndroidWidget,34673.93,13560.1,60.8925,48,7,0,0,0.145833,0.0,7,4953.42
ianhanniballake/TripleSolitaire,43322.09,317.8,99.2664,10,9,0,0,0.9,0.0,9,4813.57
midhunhk/trip-o-meter,4213.43,3977.32,5.6036,3,7,1,0,2.333333,0.0,7,601.92
iTXTech/Daedalus,45457.3,19405.52,57.3104,21,7,0,0,0.333333,0.0,7,6493.9
ManojMadanmohan/dlt,19540.58,0.0,100.0,6,0,0,0,0.0,0.0,0,
timeforcoffee/timeforcoffee-android,6050.25,6050.25,0.0,11,12,3,3,1.090909,1.0,15,403.35
Bearded-Hen/Android-Bootstrap,10303.58,10303.58,0.0,5,28,0,0,5.6,0.0,28,367.98
javiersantos/AppUpdater,21218.38,8107.05,61.7923,27,14,0,0,0.518519,0.0,14,1515.6
WangDaYeeeeee/GeometricWeather,46771.52,0.0,100.0,79,0,0,0,0.0,0.0,0,
martinohanlon/BlueDot,35147.89,3144.83,91.0526,5,5,0,0,1.0,0.0,5,7029.58
dereksweet/ComedyCompanion,5064.13,0.0,100.0,3,0,0,0,0.0,0.0,0,
yeokm1/nus-soc-print,11422.01,6599.54,42.2209,12,1,0,0,0.083333,0.0,1,11422.01
oSoc14/Artoria,67.5,67.5,0.0,4,14,0,0,3.5,0.0,14,4.82
rocketshipapps/adblockfast,36524.08,36524.08,0.0,20,26,6,1,1.3,0.166667,27,1352.74
lpaulger/cribbage-the-game,1631.44,1631.44,0.0,5,51,0,0,10.2,0.0,51,31.99
dkunzler/masterpassword,70658.37,93.28,99.868,26,2,0,0,0.076923,0.0,2,35329.19
kmzbrnoI/hJOPandroidDriver,45468.91,45468.91,0.0,8,17,0,0,2.125,0.0,17,2674.64
xiprox/WaniKani-for-Android,20729.09,20729.09,0.0,11,5,0,0,0.454545,0.0,5,4145.82
dbdkmezz/true-sight-dota,7703.37,0.0,100.0,8,0,0,0,0.0,0.0,0,
gkalab/scidonthego,5021.88,0.0,100.0,3,0,0,0,0.0,0.0,0,
Pushwoosh/pushwoosh-android-sdk,53878.82,0.45,99.9992,150,1,22,1,0.006667,0.045455,2,26939.41
dailymotion/dailymotion-player-sdk-android,457.26,0.0,100.0,2,0,0,0,0.0,0.0,0,
PietsmietApp/pietsmiet_android,6960.35,5722.82,17.7798,16,10,0,0,0.625,0.0,10,696.04
donglua/PhotoPicker,21700.62,1684.04,92.2396,13,5,0,0,0.384615,0.0,5,4340.12
SJ-StudyJams/Piece,289.31,0.0,100.0,3,0,0,0,0.0,0.0,0,
thermatk/meAtB,12119.18,0.0,100.0,4,0,0,0,0.0,0.0,0,
t-yoshi/peca-android,29866.66,0.0,100.0,35,0,0,0,0.0,0.0,0,
Sloy/SeviBus,11059.44,0.0,100.0,18,2,0,0,0.111111,0.0,2,5529.72
daniel-stoneuk/material-about-library,31152.07,1226.83,96.0618,32,5,0,0,0.15625,0.0,5,6230.41
RefugeRestrooms/refugerestrooms-android,32142.77,1176.7,96.3391,10,1,0,0,0.1,0.0,1,32142.77
JohnPersano/SuperToasts,22661.45,18615.8,17.8526,5,5,0,0,1.0,0.0,5,4532.29
Tyde/TuCanMobile,6680.99,6680.99,0.0,3,23,0,0,7.666667,0.0,23,290.48
fython/PackageTracker,22922.97,19482.92,15.007,17,8,0,0,0.470588,0.0,8,2865.37
Nutomic/ensichat,14310.14,3615.26,74.7364,16,3,0,0,0.1875,0.0,3,4770.05
sages-health/sagesmobile-mReceive,3031.34,0.0,100.0,3,0,0,0,0.0,0.0,0,
heinrichreimer/material-intro,28698.07,28698.07,0.0,10,74,93,17,7.4,0.182796,91,315.36
mudar/MontrealJustInCase,10580.38,0.0,100.0,6,0,0,0,0.0,0.0,0,
mtransitapps/ca-whistler-transit-system-bus-android,222.11,0.0,100.0,2,0,127,3,0.0,0.023622,3,74.04
florent37/MaterialViewPager,9402.3,1867.06,80.1425,11,11,0,0,1.0,0.0,11,854.75
HugoGresse/Anecdote,31724.69,2210.42,93.0325,18,6,0,0,0.333333,0.0,6,5287.45
SecUSo/privacy-friendly-pedometer,51154.58,51154.58,0.0,10,20,467,45,2.0,0.09636,65,786.99
herolynx/elepantry-android,3124.28,0.0,100.0,4,0,0,0,0.0,0.0,0,
farmerbb/Notepad,40147.36,0.0,100.0,12,0,0,0,0.0,0.0,0,
lvonasek/Open4speed,6814.62,0.0,100.0,2,0,0,0,0.0,0.0,0,
prajjwaldimri/GithubXamarin,795.37,795.37,0.0,3,17,0,0,5.666667,0.0,17,46.79
javiersantos/MLManager,7383.05,0.0,100.0,13,0,0,0,0.0,0.0,0,
ziggy42/Blum,1680.83,0.0,100.0,5,0,0,0,0.0,0.0,0,
adleywd/WhatsNextSeries,3070.32,0.0,100.0,7,0,0,0,0.0,0.0,0,
kshoji/USB-MIDI-Driver,70725.42,8206.61,88.3965,9,15,4,0,1.666667,0.0,15,4715.03
nitroshare/nitroshare-android,1.8,1.8,0.0,2,9,0,0,4.5,0.0,9,0.2
saschpe/PlanningPoker,25210.43,11980.84,52.4766,5,1,0,0,0.2,0.0,1,25210.43
SecUSo/privacy-friendly-passwordgenerator,46037.04,0.0,100.0,6,5,151,11,0.833333,0.072848,16,2877.31
TriangleLeft/Flashcards,2735.83,0.0,100.0,3,2,0,0,0.666667,0.0,2,1367.91
miketrewartha/positional,41210.71,371.63,99.0982,15,2,772,70,0.133333,0.090674,72,572.37
nvllsvm/Audinaut,29494.93,29494.93,0.0,17,16,0,0,0.941176,0.0,16,1843.43
VersoBit/WeatherDoge,43753.17,0.0,100.0,10,0,0,0,0.0,0.0,0,
NateShoffner/Seachem-Doser,13986.36,0.0,100.0,3,0,0,0,0.0,0.0,0,
stephentuso/welcome-android,12183.83,0.0,100.0,24,0,0,0,0.0,0.0,0,
greenaddress/abcore,34426.17,0.0,100.0,29,0,0,0,0.0,0.0,0,
ISchwarz23/SortableTableView,29854.83,21922.71,26.5689,24,11,0,0,0.458333,0.0,11,2714.08
anastr/SpeedView,45923.28,45923.28,0.0,24,32,0,0,1.333333,0.0,32,1435.1
Quexten/UlricianumPlanner,3212.96,426.64,86.7212,29,10,0,0,0.344828,0.0,10,321.3
m45t3r/retrobreaker,37676.64,0.0,100.0,6,0,0,0,0.0,0.0,0,
NordicSemiconductor/Android-nRF-Toolbox,60192.35,5809.21,90.3489,50,4,17,5,0.08,0.294118,9,6688.04
RobinJ1995/DistroHopper,41077.27,41077.27,0.0,7,5,0,0,0.714286,0.0,5,8215.45
Z3r0byte/Magis,20563.63,10422.22,49.3172,27,29,0,0,1.074074,0.0,29,709.09
j4velin/WiFi-Automatic,40055.3,0.0,100.0,12,0,0,0,0.0,0.0,0,
ZafraniTechLLC/Companion-For-PUBG-Android,348.62,1.47,99.5787,8,1,0,0,0.125,0.0,1,348.62
TheFakeMontyOnTheRun/knightsofalentejo,577.24,0.0,100.0,2,0,0,0,0.0,0.0,0,
OpenSeizureDetector/Android_Pebble_SD,1489.49,1489.49,0.0,2,65,0,0,32.5,0.0,65,22.92
jklmnn/ParkenDD,53363.05,3736.69,92.9976,33,7,0,0,0.212121,0.0,7,7623.29
lkorth/auto-fi,1161.52,0.0,100.0,2,0,0,0,0.0,0.0,0,
za419/Android-calculator,5189.08,5189.08,0.0,11,17,0,0,1.545455,0.0,17,305.24
gentlecat/counter,80223.55,80223.55,0.0,14,16,436,26,1.142857,0.059633,42,1910.08
macleod2486/JavNav,58872.29,0.0,100.0,20,0,0,0,0.0,0.0,0,
elman22/pocket-amc-reader,43580.72,43580.72,0.0,12,9,0,0,0.75,0.0,9,4842.3
sbhs-forkbombers/sbhs-timetable-android,12192.79,1839.82,84.9106,10,5,0,0,0.5,0.0,5,2438.56
tranquvis/SimpleSmsRemote,37167.01,8908.76,76.0305,5,7,0,0,1.4,0.0,7,5309.57
3cky/bkemu-android,33526.11,0.0,100.0,9,0,0,0,0.0,0.0,0,
davidgraeff/Android-NetPowerctrl,15195.07,2794.24,81.6109,18,4,0,0,0.222222,0.0,4,3798.77
Dimezis/BlurView,56586.52,37517.7,33.6985,26,10,0,0,0.384615,0.0,10,5658.65
kiruto/debug-bottle,881.74,622.24,29.43,3,1,0,0,0.333333,0.0,1,881.74
yassirh/digitalocean-swimmer,9750.6,3800.66,61.0213,4,6,0,0,1.5,0.0,6,1625.1
souch/SMP,28715.55,1079.04,96.2423,13,8,0,0,0.615385,0.0,8,3589.44
WikiJourney/wikijourney_app,8452.77,2999.73,64.5119,18,4,0,0,0.222222,0.0,4,2113.19
tjyu1040/GallyShuttle,6852.79,0.0,100.0,6,0,0,0,0.0,0.0,0,
avast/android-styled-dialogs,13103.15,0.0,100.0,8,0,0,0,0.0,0.0,0,
junjunguo/PocketMaps,33961.96,33961.96,0.0,23,13,0,0,0.565217,0.0,13,2612.46
corcoran/Hangar,22923.81,398.64,98.261,9,4,0,0,0.444444,0.0,4,5730.95
DevelopFreedom/logmein-android,2031.47,121.36,94.0262,5,3,0,0,0.6,0.0,3,677.16
thomasbrueggemann/timetracker,6604.78,0.0,100.0,2,0,0,0,0.0,0.0,0,
Art2Cat/MoonlightNote,8482.81,0.0,100.0,4,0,0,0,0.0,0.0,0,
krrishnarraj/clpeak,54726.99,0.0,100.0,6,0,3,0,0.0,0.0,0,
sylvek/itracing2,53941.54,7664.5,85.7911,17,14,0,0,0.823529,0.0,14,3852.97
appteam-nith/Hillffair,2014.98,245.51,87.8155,2,3,0,0,1.5,0.0,3,671.66
In-Loco-Media/inlocomedia-android-sdk,696.94,0.0,100.0,2,0,0,0,0.0,0.0,0,
jerrymannel/ISawABird,8275.32,609.62,92.6333,6,7,0,0,1.166667,0.0,7,1182.19
pizza/MaterialTabs,4672.35,0.0,100.0,2,0,0,0,0.0,0.0,0,
rignaneseleo/SlimSocial-for-Facebook,51694.85,51694.85,0.0,48,11,0,0,0.229167,0.0,11,4699.53
cattaka/AndroidSnippets,14060.18,0.0,100.0,3,0,0,0,0.0,0.0,0,
AIDEA775/UNCmorfi,23069.65,2679.84,88.3837,10,1,0,0,0.1,0.0,1,23069.65
JakeWharton/Telecine,14517.37,1121.92,92.2719,10,4,0,0,0.4,0.0,4,3629.34
hummatli/AndroidAppUpdater,4397.56,0.0,100.0,6,0,0,0,0.0,0.0,0,
ybonjour/BillSplitter,110.83,0.0,100.0,2,0,0,0,0.0,0.0,0,
ryanpconnors/art-thief,4704.98,0.0,100.0,3,4,0,0,1.333333,0.0,4,1176.25
frc2052/FRC-Krawler,61604.51,0.0,100.0,23,0,853,63,0.0,0.073857,63,977.85
Mikuz/Boarder,0.4,0.0,100.0,2,0,0,0,0.0,0.0,0,
Poeschl/TryAndRemove,989.29,0.0,100.0,2,0,0,0,0.0,0.0,0,
BullshitPingu/Guide7,9555.28,628.5,93.4225,4,6,0,0,1.5,0.0,6,1592.55
ronaldsmartin/APO-DZ-Android,4366.93,3003.25,31.2273,6,3,0,0,0.5,0.0,3,1455.64
jonasbleyl/recurrence,2875.95,0.0,100.0,3,0,0,0,0.0,0.0,0,
itcc-li/Lieventure-Android,587.6,0.0,100.0,2,0,0,0,0.0,0.0,0,
shts/NogiFeed,9697.26,2950.98,69.569,12,3,0,0,0.25,0.0,3,3232.42
SubstanceMobile/GEM,232.59,232.59,0.0,2,11,0,0,5.5,0.0,11,21.14
jrvansuita/PickImage,47113.19,47113.19,0.0,29,5,0,0,0.172414,0.0,5,9422.64
niqdev/ipcam-view,14526.48,8928.1,38.5391,8,10,65,30,1.25,0.461538,40,363.16
khertan/ForRunners,16154.9,13200.58,18.2874,4,8,0,0,2.0,0.0,8,2019.36
donkirkby/vograbulary,13975.05,9844.28,29.5582,6,11,0,0,1.833333,0.0,11,1270.46
Skarafaz/mercury,50096.59,50096.59,0.0,9,3,0,0,0.333333,0.0,3,16698.86
hwki/SimpleBitcoinWidget,13895.75,0.0,100.0,32,0,0,0,0.0,0.0,0,
jpeddicord/speedofsound,57458.59,20190.12,64.8614,3,5,0,0,1.666667,0.0,5,11491.72
awisus/Refugee-Aid,1295.33,0.0,100.0,2,0,0,0,0.0,0.0,0,
andereld/progark,45.28,0.0,100.0,2,0,0,0,0.0,0.0,0,
kamontat/CheckIDNumberA,1032.67,0.0,100.0,3,0,0,0,0.0,0.0,0,
canyapan/DietDiaryApp,14597.6,0.0,100.0,12,0,0,0,0.0,0.0,0,
rootio/rootio_handset,1003.34,22.53,97.7546,3,14,0,0,4.666667,0.0,14,71.67
SmBe19/LD34,34.34,0.0,100.0,2,0,0,0,0.0,0.0,0,
mars3142/toaster,4282.7,0.0,100.0,2,0,0,0,0.0,0.0,0,
hhroc/yellr-android,3962.9,3962.9,0.0,6,48,0,0,8.0,0.0,48,82.56
mtransitapps/ca-west-coast-express-train-android,41.23,0.0,100.0,2,0,130,3,0.0,0.023077,3,13.74
milindur/MdkControlApp,4639.54,4639.54,0.0,3,6,0,0,2.0,0.0,6,773.26
krtkush/MarsExplorer,13396.06,550.68,95.8892,5,3,0,0,0.6,0.0,3,4465.35
ChaosLeong/FxcnBeta,11579.89,144.92,98.7485,11,2,0,0,0.181818,0.0,2,5789.94
EarthstormSoftware/controllerformote-android,95.94,0.0,100.0,2,1,0,0,0.5,0.0,1,95.94
