repository,T_total_hours,T_downtime_hours,availability,N_releases,N_bugs,N_total_builds,N_failed_builds,bug_error_rate,build_error_rate,N_failures,mtbf_hours,availability_percent,bug_error_rate_pct,build_error_rate_pct,availability_level,bug_error_rate_level,build_error_rate_level,mtbf_level
alescdb/LauncherTV,42337.42,0.0,100.0,6,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
yolosec/upcKeygen,4485.71,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
Aaron1011/QuotesDream,23391.42,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
JamesFrost/SimpleDo,769.26,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
MiguelCatalan/MaterialSearchView,638.9,497.8,22.0856,2,4,0,0,2.0,0.0,4,159.73,2208.56,0.02,0.0,Elite,Low,Elite,Medium
varunest/SparkButton,19364.51,0.0,100.0,7,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
jewelzqiu/sjtubbs,70.83,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
jadengore/PebbLIFX,642.0,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
Microsoft/ProjectOxford-ClientSDK,5003.37,5003.37,0.0,8,6,0,0,0.75,0.0,6,833.9,0.0,0.0075,0.0,Low,Medium,Elite,Elite
oxoooo/materialize,462.97,0.12,99.9749,4,2,0,0,0.5,0.0,2,231.48,9997.49,0.005,0.0,Elite,Medium,Elite,High
adrianchifor/Swiftnotes,18183.36,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
kartikarora/Transfer.sh,342.8,342.8,0.0,2,3,0,0,1.5,0.0,3,114.27,0.0,0.015,0.0,Low,Low,Elite,Medium
tkowalczyk/DevTalkMobile,6550.81,5827.39,11.0431,3,8,0,0,2.666667,0.0,8,818.85,1104.3100000000002,0.02666667,0.0,Elite,Low,Elite,Elite
SandroMachado/openalpr-android,10845.19,516.43,95.2381,5,2,0,0,0.4,0.0,2,5422.6,9523.81,0.004,0.0,Elite,High,Elite,Elite
Mariovc/ImagePicker,12556.62,7266.46,42.1305,9,9,0,0,1.0,0.0,9,1395.18,4213.05,0.01,0.0,Elite,Low,Elite,Elite
trrk/FlMML-for-Android,14726.26,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
thht/ambilike,699.21,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
jgilfelt/SystemBarTint,2183.59,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
SecUSo/privacy-friendly-torchlight,10130.45,0.0,100.0,4,4,11,1,1.0,0.090909,5,2026.09,10000.0,0.01,0.090909,Elite,Low,Low,Elite
schlan/Clippy,674.2,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
WhitgiftCyberSoc/balances-android,521.66,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
macleod2486/UTNow,1074.2,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
kyze8439690/v2ex-daily-android,445.15,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
k0shk0sh/KAM,217.92,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
cmurtheepic/Mizer,291.04,291.04,0.0,3,11,0,0,3.666667,0.0,11,26.46,0.0,0.03666667,0.0,Low,Low,Elite,Medium
tho068/Fokuskino,215.58,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
chetstone/react-native-palette,0.56,0.56,0.0,2,1,0,0,0.5,0.0,1,0.56,0.0,0.005,0.0,Low,Medium,Elite,Low
ennerperez/teaching-skills,17004.96,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
thiagokimo/KonamiCode,10889.56,40.0,99.6327,7,1,0,0,0.142857,0.0,1,10889.56,9963.27,0.00142857,0.0,Elite,High,Elite,Elite
TobiasBielefeld/Simple-Search,2207.34,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
Waboodoo/Status-Bar-Tachometer,65200.81,72.37,99.889,12,1,0,0,0.083333,0.0,1,65200.81,9988.9,0.0008333300000000001,0.0,Elite,Elite,Elite,Elite
boombuler/piraten_map_app,30409.62,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
adamkdot/my_ip_address_info,3716.64,0.0,100.0,7,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
seeing-eye/UnforgetIt,18.23,4.73,74.062,2,3,0,0,1.5,0.0,3,6.08,7406.2,0.015,0.0,Elite,Low,Elite,Low
beenotung/music-player,4.11,4.11,0.0,2,4,0,0,2.0,0.0,4,1.03,0.0,0.02,0.0,Low,Low,Elite,Low
chteuchteu/Les-Joies-de-l-Etudiant-Info,1032.94,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
Trellmor/BerryMotesApp,4000.75,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
no-go/TextThing,2581.45,0.0,100.0,4,0,1,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
sunner/SMS2Calendar,282.63,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
plusCubed/recycler-fast-scroll,6007.35,2846.39,52.6182,6,3,0,0,0.5,0.0,3,2002.45,5261.82,0.005,0.0,Elite,Medium,Elite,Elite
johnkil/Print,6576.19,2222.57,66.2027,8,4,0,0,0.5,0.0,4,1644.05,6620.2699999999995,0.005,0.0,Elite,Medium,Elite,Elite
jannispinter/jaws,2205.2,0.0,100.0,6,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
erdemorman/mdx,7.93,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
andrkhar/TheFreeBird,4698.79,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
MaelstromJS/SYLAB,568.06,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
domjos1994/NotPunktList,3027.72,0.0,100.0,7,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
andrewcmyers/multilist,21.12,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
axxapy/apkExtractor,6274.04,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
ETCLabs/LuminosusEosEdition,3217.4,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
Rachel030219/HashChecker,34324.01,0.0,100.0,10,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
nick11roberts/Llama,5002.06,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
JordanRobinson/track-to-speech,1659.65,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
civyshk/rpncalc104k,21671.11,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
vmihalachi/turbo-editor,9584.89,0.0,100.0,9,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
movim/movim_android,10437.11,18.12,99.8264,3,1,0,0,0.333333,0.0,1,10437.11,9982.640000000001,0.00333333,0.0,Elite,High,Elite,Elite
house4hack/openSHAC,9.78,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
QTechOsijek/Low-cost_Smart-house,335.63,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
chteuchteu/Les-Joies-du-Sysadmin,1032.79,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
bhargavchippada/Clickr,11409.78,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
SilasAlroe/OctoPub-Android,853.01,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
siyamed/android-shape-imageview,8758.07,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
JoaquimLey/faboptions,11109.26,1318.3,88.1333,5,9,0,0,1.8,0.0,9,1234.36,8813.33,0.018000000000000002,0.0,Elite,Low,Elite,Elite
vanilla-music/vanilla-music-lyrics-search,26301.9,0.0,100.0,7,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
oaken-source/exceer,730.88,172.81,76.3561,4,1,0,0,0.25,0.0,1,730.88,7635.61,0.0025,0.0,Elite,High,Elite,Elite
Kaljurand/Diktofon,27.73,0.0,100.0,2,1,0,0,0.5,0.0,1,27.73,10000.0,0.005,0.0,Elite,Medium,Elite,Medium
vanilla-music/vanilla-music-cover-fetch,24264.0,0.0,100.0,12,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
timstableford/P-BrainAndroid,3818.3,180.62,95.2695,7,4,0,0,0.571429,0.0,4,954.58,9526.949999999999,0.0057142899999999995,0.0,Elite,Medium,Elite,Elite
garmax1/material-flashlight,24360.63,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
Adrianotiger/qr2web,43825.5,0.0,100.0,8,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
sukso96100/zionbob,46.57,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
jamcar23/GeniPass-Android,92.72,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
NordicSemiconductor/nRF-Logger-API,21649.44,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
drpain/blink,4.54,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
hkohlsaat/gsp_vertretungen,10923.06,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
bdelville/bohurt-mapper,4822.8,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
aurasphere/blue-pair,28309.82,15942.92,43.6841,2,5,0,0,2.5,0.0,5,5661.96,4368.41,0.025,0.0,Elite,Low,Elite,Elite
TobiasBielefeld/Simple-Brick-Games,7620.84,0.0,100.0,7,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
theScrabi/Terminightor,13202.55,766.97,94.1907,11,3,0,0,0.272727,0.0,3,4400.85,9419.070000000002,0.00272727,0.0,Elite,High,Elite,Elite
kconger/org.thecongers.mtpms,14111.53,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
tasomaniac/MuzeiComicsCovers,28402.53,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
ftlno/abakaffe-android,120.97,7.21,94.0424,3,2,0,0,0.666667,0.0,2,60.48,9404.24,0.00666667,0.0,Elite,Medium,Elite,Medium
S64/android-radiobutton-extended,892.15,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
MirakelX/mirakel-dashclock,2322.23,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
bgd-point/daily-dhamma,5255.04,631.21,87.9884,6,3,0,0,0.5,0.0,3,1751.68,8798.84,0.005,0.0,Elite,Medium,Elite,Elite
diegocarloslima/FloatingGroupExpandableListView,3302.8,2540.79,23.0716,3,11,0,0,3.666667,0.0,11,300.25,2307.16,0.03666667,0.0,Elite,Low,Elite,High
ITVlab/Family-Calendar,143.44,0.0,100.0,6,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
srolanh/ornamenti-fraktali,5491.28,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
mehmetakiftutuncu/Muezzin,38471.15,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
w9jds/MarketBot,731.48,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
DamienOReilly/PrepayCredit,27072.9,7478.03,72.3782,9,6,0,0,0.666667,0.0,6,4512.15,7237.820000000001,0.00666667,0.0,Elite,Medium,Elite,Elite
j4velin/HueNotifier,142.04,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
caarmen/youreawinner,25060.94,16589.98,33.8014,2,2,0,0,1.0,0.0,2,12530.47,3380.1400000000003,0.01,0.0,Elite,Low,Elite,Elite
micolous/frogjump,19704.03,0.0,100.0,3,2,0,0,0.666667,0.0,2,9852.01,10000.0,0.00666667,0.0,Elite,Medium,Elite,Elite
louistsaitszho/Erg-Alpha,511.78,413.1,19.2817,5,4,0,0,0.8,0.0,4,127.95,1928.17,0.008,0.0,Elite,Medium,Elite,Medium
ITVlab/SubChannel,1800.32,0.0,100.0,6,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
michaeltroger/sensor-visualization,0.87,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
mitch-b/whoisit-android,363.61,363.61,0.0,2,3,0,0,1.5,0.0,3,121.2,0.0,0.015,0.0,Low,Low,Elite,Medium
hgzojer/dice,35872.96,0.0,100.0,7,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
AEFeinstein/Selfr,37.78,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
michelelacorte/ForceTouch,246.94,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
enricocid/Simply-Solid,6712.53,0.0,100.0,14,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
judovana/FlashBalknaAndroid,31147.03,0.0,100.0,9,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
gjedeer/androidwisprclient,19192.52,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
ascendedguard/android-kanji-fix,28484.19,15561.47,45.368,8,3,0,0,0.375,0.0,3,9494.73,4536.8,0.00375,0.0,Elite,High,Elite,Elite
iamrichardjones/MnemonicRevisionHelper-android,710.56,0.0,100.0,7,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
bward/gctgs-app,136.62,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
MostafaGazar/CustomShapeImageView,128.46,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
crashlytics/cannonball-android,8584.85,0.0,100.0,6,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
juliome10/DoubleViewPager,2341.45,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
MohammedRashad/Donne,240.49,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
arunkumar9t2/chameleon-live-wallpaper,17.64,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
kflog-project/Cumulus,74883.93,17741.23,76.3084,58,62,0,0,1.068966,0.0,62,1207.81,7630.84,0.01068966,0.0,Elite,Low,Elite,Elite
suragch/aePronunciation,21989.58,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
jgaa/VikingGTD,25679.18,25679.18,0.0,2,6,0,0,3.0,0.0,6,4279.86,0.0,0.03,0.0,Low,Low,Elite,Elite
dpcsoftware/Expenses,38951.09,800.75,97.9442,6,1,0,0,0.166667,0.0,1,38951.09,9794.42,0.00166667,0.0,Elite,High,Elite,Elite
ksmirenko/cards-toefl,1758.51,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
testica/text-scanner,15328.2,368.19,97.598,4,1,0,0,0.25,0.0,1,15328.2,9759.8,0.0025,0.0,Elite,High,Elite,Elite
ReyKoxha/nodebb-webview,11138.81,9634.77,13.5027,3,1,0,0,0.333333,0.0,1,11138.81,1350.27,0.00333333,0.0,Elite,High,Elite,Elite
Nutomic/movecerts,199.19,0.64,99.6783,2,2,0,0,1.0,0.0,2,99.59,9967.83,0.01,0.0,Elite,Low,Elite,Medium
dhis2/dhis2-android-dashboard,23858.3,5529.16,76.825,6,4,0,0,0.666667,0.0,4,5964.57,7682.5,0.00666667,0.0,Elite,Medium,Elite,Elite
ueman/CampusCardReader,1175.22,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
mediavrog/integrated-rating-request,4482.13,1761.6,60.6973,4,2,0,0,0.5,0.0,2,2241.07,6069.73,0.005,0.0,Elite,Medium,Elite,Elite
jeffisaak/diceware-pass-gen,25694.93,0.0,100.0,9,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
mo271/guessaday,4.29,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
ogiba/StyleableShareDialog,340.4,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
johnkil/Android-ProgressFragment,3713.04,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
Piasy/HandyWidgets,121.69,121.69,0.0,2,1,0,0,0.5,0.0,1,121.69,0.0,0.005,0.0,Low,Medium,Elite,Medium
jiangpeng79/antrace,23919.55,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
sanlinnaing/MUA-Keyboard,827.02,0.0,100.0,2,1,0,0,0.5,0.0,1,827.02,10000.0,0.005,0.0,Elite,Medium,Elite,Elite
meefik/tzupdater,35735.84,0.0,100.0,6,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
JordanLongstaff/Artemis-Messenger,6945.99,0.0,100.0,13,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
jtechapps/FloppyThreeD,128.5,15.36,88.0494,2,1,0,0,0.5,0.0,1,128.5,8804.94,0.005,0.0,Elite,Medium,Elite,Medium
yeriomin/SmsScheduler,13854.46,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
vuze/vuze-remote-for-android,7873.49,0.0,100.0,9,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
mkorcha/MediaButtonOverlay,32901.97,255.28,99.2241,11,1,0,0,0.090909,0.0,1,32901.97,9922.41,0.00090909,0.0,Elite,Elite,Elite,Elite
cesardmoro/brewapp,793.93,238.47,69.9639,3,2,0,0,0.666667,0.0,2,396.97,6996.389999999999,0.00666667,0.0,Elite,Medium,Elite,High
cat-in-the-dark/FlashTransmitter,2807.42,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
GoodBadOkay/RondoCalc,698.6,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
zahid-ali-shah/SignatureView,20692.1,13640.9,34.0768,3,3,0,0,1.0,0.0,3,6897.37,3407.68,0.01,0.0,Elite,Low,Elite,Elite
smart-fun/TabStacker,17670.15,155.45,99.1203,8,3,0,0,0.375,0.0,3,5890.05,9912.03,0.00375,0.0,Elite,High,Elite,Elite
eigenein/joypad-android,19234.81,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
vanillastatus/VanillaStatusApp,6860.01,3.46,99.9495,2,2,0,0,1.0,0.0,2,3430.0,9994.95,0.01,0.0,Elite,Low,Elite,Elite
andreyrd/ListLauncher,41381.28,19811.95,52.1234,5,12,0,0,2.4,0.0,12,3448.44,5212.339999999999,0.024,0.0,Elite,Low,Elite,Elite
tim-sueberkrueb/ourgus,6719.75,404.84,93.9754,3,2,0,0,0.666667,0.0,2,3359.88,9397.539999999999,0.00666667,0.0,Elite,Medium,Elite,Elite
ppamorim/Cult,1.05,0.0,100.0,2,1,0,0,0.5,0.0,1,1.05,10000.0,0.005,0.0,Elite,Medium,Elite,Low
rom4ek/ArcNavigationView,30306.06,1774.27,94.1455,5,3,0,0,0.6,0.0,3,10102.02,9414.55,0.006,0.0,Elite,Medium,Elite,Elite
d4rken/rootvalidator,26596.74,0.0,100.0,6,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
Parrot-Developers/DronesWear,14091.22,0.0,100.0,6,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
namsor/gendreapp,1206.9,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
raydac/AndroidPirateDice,14.87,4.58,69.214,2,1,0,0,0.5,0.0,1,14.87,6921.4,0.005,0.0,Elite,Medium,Elite,Low
ajhodges/WifiCallingControls,17022.42,17022.42,0.0,5,11,0,0,2.2,0.0,11,1547.49,0.0,0.022000000000000002,0.0,Low,Low,Elite,Elite
Xeratec/RoboControl,715.8,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
NTUOSC/ntu-geocaching-android,11.19,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
CoolONEOfficial/circles,518.33,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
Manabu-GT/DesignOverlay-Android,7053.51,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
ITVlab/Launch-On-Boot,19883.59,0.0,100.0,13,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
matthill/darwinwallet,109.85,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
jabstone/JABtalk,7071.66,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
badoualy/morphy-toolbar,2752.92,0.0,100.0,6,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
steverichey/Flappybalt,2125.73,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
NightlyNexus/Material-Cards,1991.5,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
Uberi/LegitimatelyTerrible,91.91,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
ITVlab/neodash,1811.65,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
doofmars/GHB-Traffic,8396.65,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
buntata/buntata-app,12407.88,0.0,100.0,10,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
hearsilent/Universal-CollapsingTabLayout,36522.59,0.0,100.0,2,0,1,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
dumbfingers/AutoHosts,23.66,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
rpahade3011/What-sNearby,3699.32,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
arjunkomath/mjuzik,44.99,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
danirod/jumpdontdie,7821.97,0.0,100.0,3,1,0,0,0.333333,0.0,1,7821.97,10000.0,0.00333333,0.0,Elite,High,Elite,Elite
Pikamander2/japanese-characters,32245.01,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
mobilinkd/tnc1-android-config,16082.6,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
xiprox/Dinner-Menu,454.55,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
ArcticLabs/Opendoor,3696.06,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
AlexandreG/Volume-Setter,5594.59,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
Ozzyboshi/InternetBeatTimeWatchFace,12761.26,78.72,99.3832,6,1,0,0,0.166667,0.0,1,12761.26,9938.32,0.00166667,0.0,Elite,High,Elite,Elite
barun-saha/software-engineering-lite,15048.59,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
FRC1756-Argos/SpeedScout17-Android,1029.01,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
AliMehrpour/ClipBox,4987.26,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
Kerooker/rpg-npc-generator,189.78,189.78,0.0,2,4,32,32,2.0,1.0,36,5.27,0.0,0.02,1.0,Low,Low,Low,Low
sanderbaas/rainalarm-android,20618.31,0.0,100.0,15,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
NPKStudios/OpenTesla,249.53,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
romixch/KorbballMeisterschaftAndroidApp,530.6,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
Scutterman/diabetes-tracker,669.15,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
HackPlan/AndroidArcMenu,10783.01,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
appwoodoo/appwoodoo-android-sdk,12003.84,0.0,100.0,10,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
